登録番号,登録年月日,事業者名,事業の種類,事業の種類の細目1,事業の種類の細目2,事業所名,所在地(都道府県),所在地(市区町村),登録対象業務の従業員数
186108,20180330,老人保健施設あずさ,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：政令指定都市,老人保健施設あずさ,兵庫県,神戸市東灘区,34
186294,20180330,社会福祉法人にいがた寿会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：政令指定都市,特別養護老人ホームうちの桜園,新潟県,新潟市西区,75
186296,20180330,社会福祉法人にいがた寿会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：政令指定都市,特別養護老人ホームばんだい桜園,新潟県,新潟市中央区,70
186524,20190523,特別養護老人ホームファボール星陵,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：政令指定都市,特別養護老人ホームファボール星陵,兵庫県,神戸市垂水区,41
187914,20180330,湘南遊愛会ケアハウスゆうあい,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：政令指定都市,ケアハウスゆうあい,神奈川県,横浜市戸塚区,45
188154,20180330,社会福祉法人　天竜厚生会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：政令指定都市,天竜厚生会浜松ヘルパーステーション,静岡県,浜松市南区,17
188366,20180330,社会福祉法人いちはつの会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：政令指定都市,軽費老人ホーム八軒ふくろうの城,北海道,札幌市西区,19
188528,20180330,社会福祉法人桜花会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：政令指定都市,ライフケア大手門,福岡県,福岡市中央区,63
188534,20180330,社会福祉法人桜花会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：政令指定都市,ライフケアしかた,福岡県,福岡市早良区,65
188536,20180330,社会福祉法人桜花会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：政令指定都市,ライフケア柏原,福岡県,福岡市南区,64
188578,20180330,社会福祉法人英楽会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：政令指定都市,楓林花の里,愛知県,名古屋市緑区,104
188580,20180330,社会福祉法人 幸生会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：政令指定都市,特別養護老人ホーム水泉荘,宮城県,仙台市泉区,58
188818,20180330,社会福祉法人悠人会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：政令指定都市,特別養護老人ホームベルライブ,大阪府,堺市堺区,98
188826,20180330,新潟県厚生農業協同組合連合会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：政令指定都市,介護老人保健施設こばり園,新潟県,新潟市西区,48
188886,20180330,社会福祉法人　いなほの郷福祉会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：政令指定都市,特別養護老人ホームいなほの郷,新潟県,新潟市江南区,62
189082,20190523,医療法人社団幸人会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：政令指定都市,医療法人社団幸人会,新潟県,新潟市秋葉区,43
189122,20180330,社会福祉法人名春会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：政令指定都市,社会福祉法人名春会,愛知県,名古屋市北区,29
189704,20180330,社会福祉法人恩賜財団済生会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：政令指定都市,小鹿なでしこ苑診療所,静岡県,静岡市駿河区,76
189930,20180330,生協わかばの里　介護老人保健施設,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：政令指定都市,生協わかばの里介護老人保健施設,愛知県,名古屋市北区,93
190328,20180330,社会福祉法人天竜厚生会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：政令指定都市,翠松苑,静岡県,浜松市浜北区,40
190404,20190523,医療法人清和会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：政令指定都市,老人保健施設シルバーピア水前寺,熊本県,熊本市中央区,80
190406,20190523,医療法人社団郁栄会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：政令指定都市,介護老人保健施設かなこぎ苑,熊本県,熊本市北区,59
192688,20180330,社会福祉法人愛誠会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：政令指定都市,特別養護老人ホームコスモス・ファミリー熊本,熊本県,熊本市北区,35
193908,20180330,社会福祉法人善常会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：政令指定都市,特別養護老人ホームオレンジタウン笠寺,愛知県,名古屋市南区,75
195166,20180330,医療法人社団亮正会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：政令指定都市,介護老人保健施設虹が丘リハビリケアセンター,神奈川県,川崎市麻生区,140
196058,20180330,社会福祉法人旭川荘,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：政令指定都市,デイサービスセンター敬老園,岡山県,岡山市北区,19
196332,20180330,社会福祉法人東北福祉会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：政令指定都市,社会福祉法人東北福祉会せんだんの館,宮城県,仙台市青葉区,131
196612,20180330,社会福祉法人道徳福祉会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：政令指定都市,特別養護老人ホームはるかぜ,愛知県,名古屋市南区,59
196786,20190523,社会福祉法人三峰福祉会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：政令指定都市,特別養護老人ホーム黎明館,熊本県,熊本市,38
196848,20180330,医療法人　西口整形外科,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：政令指定都市,介護老人保健施設　千音寺,愛知県,名古屋市中川区,50
197000,20190523,愛寿会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：政令指定都市,特別養護老人ホーム桐花園,千葉県,千葉市花見川区,50
197196,20180330,医療法人社団　葵会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：政令指定都市,葵の園・美浜,千葉県,千葉市美浜区,71
198210,20180330,社会福祉法人楠会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：政令指定都市,特別養護老人ホーム香樹の里,神奈川県,横浜市南区,62
198350,20180330,医療法人よつば会グループホームメディフル藤田,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：政令指定都市,医療法人よつば会グループホームメディフル藤田,岡山県,岡山市南区,20
198440,20180330,社会福祉法人　横浜大陽会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：政令指定都市,特別養護老人ホーム白朋苑,神奈川県,横浜市南区,51
198840,20180330,社会福祉法人聖隷福祉事業団,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：政令指定都市,いなさ愛光園,静岡県,浜松市北区,100
199108,20180330,医療法人社団明徳会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：政令指定都市,介護老人保健施設エーデルワイス,静岡県,浜松市浜北区,92
199968,20180330,医療法人社団友成医院　介護老人保健施設　きらりの森,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：政令指定都市,医療法人社団友成医院　介護老人保健施設きらりの森,静岡県,浜松市浜北区,60
200422,20180330,社会福祉法人慈照会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：政令指定都市,特別養護老人ホーム浜石の郷,静岡県,静岡市清水区,175
200432,20190523,社会福祉法人　愛光会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：政令指定都市,特別養護老人ホームあいこう,熊本県,熊本市,5
200664,20180330,社会福祉法人たんぽぽ会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：政令指定都市,地域密着型介護老人福祉施設いしはらの里,静岡県,浜松市南区,20
200682,20180330,社会福祉法人藤花幸寿会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：政令指定都市,特別養護老人ホーム藤乃花,静岡県,浜松市中区,40
200742,20180330,社会福祉法人七恵会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：政令指定都市,浜松中央長上苑,静岡県,浜松市中区,52
200744,20180330,社会福祉法人七恵会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：政令指定都市,特別養護老人ホーム第二長上苑,静岡県,浜松市東区,43
200964,20180330,介護老人保健施設　愛和園,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：政令指定都市,介護老人保健施設　愛和園,大阪府,堺市西区,100
200966,20180330,社会福祉法人きたはりま福祉会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：政令指定都市,離宮しあわせ荘,兵庫県,神戸市須磨区,89
201024,20180330,社会福祉法人たんぽぽ会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：政令指定都市,特別養護老人ホーム芳川の里,静岡県,浜松市南区,42
201150,20180330,社会医療法人盛和会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：政令指定都市,介護老人保健施設　鶴見せいわ園,大阪府,大阪市鶴見区,106
201174,20180330,社会福祉法人佰和会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：政令指定都市,横浜ナーシングビレッジ,神奈川県,横浜市緑区,75
201344,20180330,社会福祉法人東桜会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：政令指定都市,麻機園,静岡県,静岡市葵区,50
201450,20190523,社会福祉法人　美生会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：政令指定都市,社会福祉法人美生会ヴィラージュ川崎,神奈川県,川崎市多摩区,8
201540,20180330,社会福祉法人 慈惠会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：政令指定都市,特別養護老人ホーム西島寮,静岡県,浜松市南区,41
201658,20180330,株式会社ねむの木介護支援センター,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：政令指定都市,株式会社ねむの木介護支援センター,新潟県,新潟市,23
201680,20180330,特別養護老人ホームジュネス,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：政令指定都市,特別養護老人ホームジュネス,大阪府,大阪市東淀川区,81
202416,20180330,社会福祉法人ふれあい福祉会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：政令指定都市,特別養護老人ホームハモニカ,岡山県,岡山市東区,200
202444,20180330,医療法人社団　鶴友会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：政令指定都市,介護老人保健施設メディエイト鶴翔苑,熊本県,熊本市東区,52
202578,20180330,株式会社ヴィラ,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：政令指定都市,ヴィラフローラ南円山,北海道,札幌市中央区,80
202650,20180330,南医療生活協同組合星崎診療所,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：政令指定都市,老健あんき,愛知県,名古屋市南区,50
202764,20180330,有限会社ふれあい訪問介護,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：政令指定都市,有限会社ふれあい訪問介護,福岡県,福岡市西区,14
202939,20180330,医療法人社団 淳英会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：政令指定都市,介護老人保健施設おゆみの,千葉県,千葉市緑区,86
202941,20180330,社会福祉法人白龍会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：政令指定都市,特別養護老人ホーム秋葉の苑,静岡県,浜松市天竜区,34
203021,20180330,株式会社アクティブ・ケア　グループホームみのり大通西,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：政令指定都市,株式会社アクティブ・ケア　グループホームみのり大通西,北海道,札幌市中央区,16
203391,20180330,社会福祉法人白陽会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：政令指定都市,小規模特別養護老人ホーム楓,静岡県,浜松市浜北区,20
204409,20180330,社会福祉法人洛東園,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：政令指定都市,特別養護老人ホーム修道洛東園,京都府,京都市東山区,42
204483,20180330,社会福祉法人洛東園,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：政令指定都市,特別養護老人ホーム洛東園,京都府,京都市東山区,27
204627,20190523,医療法人　滄溟会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：政令指定都市,老人保健施設ケアビレッジ箱根崎,熊本県,熊本市北区,139
204691,20180330,社会福祉法人　聖隷福祉事業団　浜北愛光園,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：政令指定都市,浜北愛光園,静岡県,浜松市浜北区,141
206480,20180330,社会福法人秋葉福祉会　,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：政令指定都市,特別養護老人ホームかんばらの里,新潟県,新潟市秋葉区,47
206552,20180330,医療法人社団みよし会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：政令指定都市,介護老人保健施設ケアポートすなやま,新潟県,新潟市西区,48
207302,20180330,特別養護老人ホームサテライト天竜,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：政令指定都市,特別養護老人ホームサテライト天竜,静岡県,浜松市天竜区,16
207332,20180330,社会福祉法人大善福祉会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：政令指定都市,特別養護老人ホームサテライト新原,静岡県,浜松市浜北区,20
209241,20180330,社会福祉法人かえつ福祉会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：政令指定都市,特別養護老人ホームあがうら,新潟県,新潟市秋葉区,59
209353,20180330,社会福祉法人天竜厚生会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：政令指定都市,百々山,静岡県,浜松市天竜区,114
210080,20180330,社会医療法人ペガサス介護療養型老人保健施設ペルセウス,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：政令指定都市,社会医療法人ペガサス介護療養型老人保健施設ペルセウス,大阪府,堺市西区,60
210178,20180330,社会福祉法人国見会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：政令指定都市,特別養護老人ホーム国見苑,宮城県,仙台市青葉区,72
210338,20180330,社会福祉法人　新潟南福祉会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：政令指定都市,特別養護老人ホーム　虹の里,新潟県,新潟市西蒲区,39
210620,20180330,医療法人社団藤花会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：政令指定都市,花平ケアセンター,静岡県,浜松市北区,55
210718,20180330,社会福祉法人上ノ郷福祉会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：政令指定都市,特別養護老人ホーム　こぼり苑,熊本県,熊本市南区,36
211366,20180330,社会福祉法人札幌恵友会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：政令指定都市,社会福祉法人札幌恵友会グループホーム茨戸ふぁみりあ,北海道,札幌市北区,8
211464,20180330,社会福祉法人　白梅福祉会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：政令指定都市,白梅下石田ホーム,静岡県,浜松市東区,95
211716,20180330,社会福祉法人札幌恵友会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：政令指定都市,社会福祉法人札幌恵友会グループホーム茨戸ふぁみりあ２号棟,北海道,札幌市北区,8
212654,20180330,社会福祉法人札幌恵友会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：政令指定都市,グループホーム茨戸ふぁみりあ３号棟,北海道,札幌市北区,22
213007,20180330,社会福祉法人協同の苑,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：政令指定都市,特別養護老人ホーム　協同の苑六甲アイランド,兵庫県,神戸市東灘区,75
213273,20180330,社会福祉法人日本ウェルフェアサポート,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：政令指定都市,横戸ガーデン,千葉県,千葉市中央区,60
214159,20180330,社会福祉法人みどりの風,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：政令指定都市,介護老人保健施設みどりの杜,神奈川県,横浜市緑区,80
214518,20180330,社会福祉法人札幌恵友会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：政令指定都市,グループホームあいの里ふぁみりあ,北海道,札幌市北区,18
214552,20190523,社会福祉法人初穂会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：政令指定都市,稲毛こひつじ園,千葉県,千葉市稲毛区,100
214656,20180330,社会福祉法人札幌恵友会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：政令指定都市,グループホーム百合が原ふぁみりあ１号棟２号棟,北海道,札幌市北区,19
215158,20180330,医療法人社団協友会介護老人保健施設　横浜あおばの里,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：政令指定都市,医療法人社団協友会介護老人保健施設　横浜あおばの里,神奈川県,横浜市青葉区,136
215665,20180330,社会福祉法人 常盤会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：政令指定都市,特別養護老人ホームときわ園,千葉県,千葉市緑区,47
216856,20180330,医療法人香林会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：政令指定都市,介護老人保健施設　　　香月の杜,福岡県,北九州市八幡西区,32
216979,20180330,社会福祉法人　白川直会会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：政令指定都市,指定介護老人福祉施設るり苑,熊本県,熊本市東区,30
217543,20190523,社会福祉法人光清学園,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：政令指定都市,特別養護老人ホーム　光清苑,広島県,広島市南区,41
217972,20180330,社会福祉法人セイワ,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：政令指定都市,介護老人福祉施設みやうち,神奈川県,川崎市中原区,80
218780,20180330,社会福祉法人倫尚会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：政令指定都市,特別養護老人ホーム倫尚園,福岡県,北九州市八幡西区,49
219019,20180330,社会福祉法人青山里会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：政令指定都市,びわじま特別養護老人ホーム,愛知県,名古屋市,22
219129,20180330,医療法人渡辺医院,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：政令指定都市,老人保健施設ゆめの里,岡山県,岡山市南区,114
220564,20190523,特別養護老人ホーム愛宕の園,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：政令指定都市,特別養護老人ホーム愛宕の園,新潟県,新潟市北区,54
220628,20180330,地域密着型介護老人福祉施設なごみ,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：政令指定都市,地域密着型介護老人福祉施設なごみ,静岡県,浜松市北区,35
220716,20180330,社会福祉法人　千清福祉会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：政令指定都市,ケアハウス　有隣,新潟県,新潟市中央区,3
220786,20190523,グループホームこもれび,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：政令指定都市,グループホームこもれび,新潟県,新潟市北区,15
221238,20180330,社会福祉法人愛光会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：政令指定都市,特別養護老人ホームみなみの苑,神奈川県,横浜市瀬谷区,33
221594,20180330,社会福祉法人都島友の会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：政令指定都市,特別養護老人ホームひまわりの郷,大阪府,大阪市都島区,350
223128,20180330,社会福祉法人薫風会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：政令指定都市,社会福祉法人　薫風会,福岡県,北九州市八幡西区,90
224026,20190523,特別養護老人ホームにいがた恵風園,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：政令指定都市,特別養護老人ホームにいがた恵風園,新潟県,新潟市江南区,150
224488,20180330,社会福祉法人うぐいす会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：政令指定都市,特別養護老人ホーム誉田園,千葉県,千葉市緑区,21
224894,20180330,愛ファミリー天瀬,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：政令指定都市,愛ファミリー天瀬,岡山県,岡山市北区,30
225248,20180330,医療法人社団山川会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：政令指定都市,医療法人社団山川会,静岡県,浜松市南区,83
225820,20180330,社会医療法人新潟勤労者医療協会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：政令指定都市,介護老人保健施設おぎの里,新潟県,新潟市秋葉区,62
225908,20180330,介護老人保健施設みずき苑,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：政令指定都市,介護老人保健施設みずき苑,新潟県,新潟市南区,52
227209,20180330,社会福祉法人同仁会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：政令指定都市,地域密着型特別養護老人ホーム笑福亭,岡山県,岡山市中区,33
227651,20180330,社会医療法人新潟勤労者医療協会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：政令指定都市,介護老人保健施設入舟,新潟県,新潟市中央区,62
228761,20180330,社会福祉法人仁成福祉協会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：政令指定都市,介護老人保健施設あすか,新潟県,新潟市西区,70
229305,20180330,アットホームあしもり,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：政令指定都市,アットホームあしもり,岡山県,岡山市,3
229731,20180330,社会福祉法人絆福祉会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：政令指定都市,特別養護老人ホームふるさと,兵庫県,神戸市垂水区,30
229793,20190523,医療法人社団 仁誠会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：政令指定都市,介護老人保健施設ケアセンター赤とんぼ,熊本県,熊本市東区,190
230292,20180330,社会福祉法人弘英会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：政令指定都市,神出シニアコミュニティ,兵庫県,神戸市西区,75
230294,20180330,社会福祉法人弘英会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：政令指定都市,須磨シニアコミュニティ,兵庫県,神戸市須磨区,65
230522,20180330,社会福祉法人　福誠会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：政令指定都市,特別養護老人ホーム　守牧苑,愛知県,名古屋市守山区,150
231290,20180330,医療法人社団ちとせ会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：政令指定都市,介護老人保健施設葵の園・ヨコハマ瀬谷,神奈川県,横浜市瀬谷区,84
232355,20190523,グループホーム白ゆり中央,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：政令指定都市,グループホーム白ゆり中央,北海道,札幌市中央区,28
232391,20180330,社会福祉法人　泉寿会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：政令指定都市,特別養護老人ホーム　泉寿荘,宮城県,仙台市泉区,73
232521,20180330,社会福祉法人聖隷福祉事業団和合愛光園,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：政令指定都市,和合愛光園,静岡県,浜松市中区,73
233855,20180330,社会福祉法人　秀峰会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：政令指定都市,さくら苑,神奈川県,横浜市旭区,46
233857,20180330,社会福祉法人　秀峰会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：政令指定都市,南永田桜樹の森,神奈川県,横浜市南区,57
234079,20190523,介護療養型老人保健施設　博友会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：政令指定都市,介護療養型老人保健施設　博友会,北海道,札幌市西区,65
234149,20180330,医療法人健康の風　あずまクリニック放射線科内科,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：政令指定都市,医療法人健康の風あずまクリニック放射線科内科,広島県,広島市,5
234185,20180330,医療法人社団藤榮会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：政令指定都市,介護老人保健施設湧心苑,熊本県,熊本市中央区,95
234615,20180330,社会福祉法人　寿量会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：政令指定都市,特別養護老人ホーム　天寿園,熊本県,熊本市南区,37
234617,20180330,社会福祉法人　寿量会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：政令指定都市,特別養護老人ホーム　天寿園　青葉,熊本県,熊本市南区,13
234619,20180330,社会福祉法人　寿量会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：政令指定都市,地域密着型特別養護老人ホーム　天寿園ＮｅＯ,熊本県,熊本市南区,18
235015,20180330,医療法人社団　一意会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：政令指定都市,医療法人社団　一意会,新潟県,新潟市西蒲区,50
235803,20180330,社会福祉法人　愛泉会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：政令指定都市,特別養護老人ホーム愛泉荘,宮城県,仙台市泉区,28
235805,20180330,社会福祉法人　愛泉会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：政令指定都市,特別養護老人ホーム泉音の郷,宮城県,仙台市泉区,59
235857,20190523,医療法人社団明和会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：政令指定都市,上溝介護老人保健施設いずみ,神奈川県,相模原市中央区,47
235893,20180330,三方原ベテルホーム,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：政令指定都市,三方原ベテルホーム,静岡県,浜松市北区,78
236531,20180330,社会福祉法人同塵会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：政令指定都市,特別養護老人ホームいずみ芙蓉苑,神奈川県,横浜市泉区,82
236535,20180330,社会福祉法人同塵会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：政令指定都市,特別養護老人ホームサンバレー,神奈川県,横浜市港南区,83
236537,20180330,社会福祉法人同塵会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：政令指定都市,特別養護老人ホーム新磯子ホーム,神奈川県,横浜市磯子区,75
236539,20180330,社会福祉法人同塵会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：政令指定都市,特別養護老人ホームリバーサイドフェニックス,神奈川県,横浜市南区,66
236541,20180330,社会福祉法人同塵会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：政令指定都市,特別養護老人ホーム花見川フェニックス,千葉県,千葉市花見川区,64
236543,20180330,社会福祉法人同塵会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：政令指定都市,特別養護老人ホーム境町フェニックス,神奈川県,川崎市川崎区,63
